semantic_tokens,IsHatespeech,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
"['DIPSHIT', 'CARE', 'FOOT', 'TALL', 'POUND', 'CALL', 'BACKUP', 'USE', 'PEPPER', 'SPRAY', 'USE', 'BATON', 'USE', 'TASER', 'WAIT', 'BACKUP', 'USE', 'GUN', 'SAYING', 'GO', 'MONKEY', 'BLINDFOLD', 'HAND', 'TIE', 'BACK', 'PRELIMINARY', 'AUTOPSY', 'SHOW', 'SHOOT', 'TIME', 'LESS', 'LETHAL', 'AREA', 'EXECUTE', 'GUNSHOT', 'WOUND', 'HEAD']",False,True,True,False,False,False,False,False,False,False,False,False
"['HELP', 'LAUGH', 'START', 'RECITE', 'RAP', 'LYRIC', 'GOOD']",False,False,False,False,False,False,False,False,False,False,False,False
"['UGLY', 'TRUTH', 'TALK', 'THUG', 'ACT', 'THUG', 'WALK', 'THUG', 'LIVE', 'THUG', 'DIE', 'THUG', 'LIVE', 'SWORD', 'DIE', 'SWORD', 'HATE', 'PLAYER', 'HATE', 'GAME', 'INNOCENT', 'LITTLE', 'CHILD', 'WALK', 'STREET', 'SHOOT', 'BACK', 'BLAME', 'PARENT', 'LOOK', 'INDIVIDUAL', 'CASE', 'ADULT', 'KIND', 'MUSIC', 'LISTEN', 'KIND', 'VIDEO', 'VIEW', 'ROLE', 'MODEL', 'ENVIRONMENT', 'AFFECT', 'ENABLER', 'ASSOCIATE', 'IMPORTANTLY', 'ACCOUNTABLE', 'ACTION', 'UNFORTUNATELY', 'DAY', 'CHOOSE', 'WRONG', 'PATHWAY', 'FATE', 'ROB', 'STORE', 'CALL', 'SHOPLIFT', 'WELL', 'CALL', 'BORROW', 'PERMISSION', 'FIRST', 'CRIME', 'PROBABLY', 'MANY', 'UNRECORDED', 'CATCH', 'NEGATIVE', 'ACTION', 'ASSAULT', 'HUMAN', 'CONSEQUENCE', 'SAY', 'PLAY', 'BIG', 'DEAL', 'CHILDISH', 'GET', 'REAL', 'FOLK', 'RIOT', 'LOOT', 'ATTACK', 'THREAT', 'MB', 'CULTURE', 'FEEL', 'ENTITLE', 'USE', 'EXCUSE', 'PROPAGANDA', 'FIND', 'EXCUSE', 'COMMIT', 'CRIME', 'NAME', 'JUSTICE', 'PEACE', 'HAND', 'SHOOT', 'CULTURE', 'NEED', 'STOP', 'PANT', 'GROUND', 'PANT', 'GROUND', 'LOOK', 'FOOL', 'PANT', 'GROUND', 'HAT', 'TURN', 'SIDEWAYS', 'GOLD', 'MOUTH', 'LOOK', 'FOOL', 'PANT', 'GROUND', 'LET', 'SAY', 'RACE', 'LACK', 'JUSTICE', 'JUSTICE', 'NATURALLY', 'STREET', 'USUALLY', 'END', 'TRAGEDY', 'RESULT', 'IMMATURE', 'RESPECT', 'THUG', 'BELIEVE', 'USE', 'SIZE', 'INTIMIDATE', 'PROBABLY', 'SCHOOL', 'KNOW', 'STREET', 'REAL', 'PARENT', 'CALL', 'CHILDISH', 'CHILDISH', 'BEHAVIOR', 'BEHAVIOR', 'FELONIOUS', 'CRIMINAL', 'FRANK', 'PROBABLY', 'COST', 'LIFE', 'ELSEWHERE', 'DIFFERENT', 'TIME', 'REAL', 'PARENT', 'STATE', 'SON', 'WRONG', 'STORE', 'CLERK', 'FACT', 'EVIDENCE', 'SHOW', 'SON', 'ASSAULT', 'OFFICER', 'POSE', 'THREAT', 'GO', 'OFFICER', 'SHOT', 'FIRE', 'SON', 'REST', 'PEACE', 'ACTION', 'CONDONE', 'CONSEQUENCE', 'CHOICE', 'ACTION', 'UNCONDITIONALLY', 'LOVE', 'SON', 'HOWEVER', 'ALSO', 'FORGIVE', 'OFFICER', 'APOLOGIZE', 'STORE', 'CLERK', 'HOPE', 'FAMILY', 'PEOPLE', 'MOVE', 'LEARN', 'ACTION', 'LIVE', 'DICTATE', 'CONSEQUENCE', 'POSITIVE', 'NEGATIVE', 'ALSO', 'LIKE', 'SUPPORT', 'ALTERNATE', 'METHOD', 'EVENT', 'HAPPEN', 'USE', 'NONLETHAL', 'WEAPON', 'RUBBER', 'BULLET', 'TRULY', 'SUPPORT', 'CHANGE', 'SILENCE', 'VIOLENCE', 'SUGAR', 'COAT', 'HUMAN', 'RACE', 'NEED', 'ACCOUNTABLE', 'SAY', 'LASTLY', 'OFFICER', 'RACIST', 'SHOOT', 'MB', 'RHYME', 'REASON', 'FACT', 'TARGET', 'BLACK', 'DECIDE', 'GUN', 'MB', 'BACK', 'FRONT', 'EVEN', 'SURRENDER', 'PEACEFULLY', 'HAND', 'RAISE', 'SIDE', 'SUPPORT', 'CAUSE', 'UNFORTUNATELY', 'EVIDENCE', 'THUS', 'FAR', 'SUPPORT', 'PARAGRAPH', 'QUESTION', 'STILL', 'REACTION', 'OFFICER', 'FEMALE', 'QUESTION', 'STILL', 'REACTION', 'OFFICER', 'BLACKAFRICAN', 'AMERICAN', 'QUESTION', 'STILL', 'REACTION', 'GUN', 'PEER', 'RACE', 'QUESTION', 'STILL', 'REACTION', 'WHITE', 'QUESTION', 'STILL', 'END', 'RESULT', 'DEATH', 'PRODUCTIVE', 'HOME', 'WORK', 'SCHOOL', 'RUN', 'STREET', 'PEOPLE', 'WORLD', 'DANGEROUS', 'SINCERE', 'IGNORANCE', 'CONSCIENTIOUS', 'STUPIDITY', 'MARTIN', 'THINK', 'SAFE', 'SAY', 'LIVE', 'DANGEROUS', 'TIME', 'SIMPLE', 'FACT', 'PROVE', 'MARTIN', 'UNFORTUNATELY', 'COME', 'RACE', 'SUPPORT', 'LOST', 'CAUSE', 'PEOPLE', 'CRY', 'REPOST']",True,True,False,False,False,False,True,False,False,False,False,False
"['WINNER', 'LOSER', 'CASE', 'HEART', 'PRAYER', 'GO', 'FAMILY', 'WILSON', 'FAMILY', 'CURRENT', 'LEADER', 'SEEK', 'MAKE', 'RACIAL', 'ISSUE', 'TRY', 'DIVIDE', 'COUNTRY', 'WORKER']",False,False,False,False,False,False,False,False,False,False,False,False
"['OMG', 'START', 'RAP', 'LOSE']",False,False,False,False,False,False,False,False,False,False,False,False
"['TELL', 'RACIST', 'WHITE', 'MAN', 'SHOOT', 'BLACK', 'MAN', 'RACIST', 'BLACK', 'MAN', 'SHOOT', 'WHITE', 'MAN', 'CASE', 'TURN', 'INSTANTLY', 'RACIST', 'ONE', 'MAKE', 'SENSE']",False,False,False,False,False,False,False,False,False,False,False,False
"['LOT', 'DRIVER', 'BAND', 'TOGETHER', 'COLLECTIVELY', 'BEAT', 'LIVING', 'SHIT', 'LITTLE', 'PRICK']",False,True,True,True,False,False,False,False,False,False,False,False
"['HILARIOUS', 'SEEING', 'MORON', 'HIT', 'CAR']",False,True,True,False,True,False,False,False,False,False,False,False
"['CRIMINAL', 'THUG', 'PSYCHOPATH', 'CREDIBILITY', 'HUMANITY', 'NEED', 'LOCK', 'JAIL', 'CELL', 'TIME', 'RUBBERROOM', 'STRAIGHTJACKET', 'BASSEM', 'GET', 'INTELLECTUALLY', 'DISHONEST', 'BUTT', 'COMMUNITY']",False,True,True,False,False,True,False,False,False,False,False,False
"['BLACK', 'COP', 'KILL', 'WHITE', 'KID', 'KILL', 'WHITE', 'COP', 'RIOT', 'PROTEST', 'ENGAGE', 'NATIONAL', 'NEWS', 'RACE', 'MENTION', 'CIRCUMSTANCE', 'THINK', 'ASK', 'QUESTION', 'ANSWER', 'HONESTLY', 'REAL', 'RACIST', 'COUNTRY']",True,True,False,False,False,False,True,False,False,False,False,False
"['GOOD', 'OPINION', 'YET', 'DEFINITELY', 'USE', 'DEADLY', 'FORCE', 'CHARGE', 'ASSAULT', 'PRIOR', 'CARRY', 'GUN', 'EVERYWHERE', 'GO', 'CAUSE', 'WORLD', 'GET', 'CRAZY', 'THANK', 'SHARE', 'KNOW']",False,False,False,False,False,False,False,False,False,False,False,False
"['SURE', 'PEOPLE', 'PROTEST', 'ACTUALLY', 'PROTEST', 'BELIEVE', 'PEOPLE', 'TAKE', 'ADVANTAGE', 'SAD', 'SITUATION', 'CAUSE', 'MUCH', 'CHAOS', 'DAMAGE', 'HURT', 'COMMUNITY']",False,False,False,False,False,False,False,False,False,False,False,False
"['WATCH', 'ZIMMERMAN', 'CASE', 'VIDEO', 'FULL', 'SHIT', 'SMELL', 'HATE', 'SEEP', 'BRING', 'RAP', 'MUSIC', 'LISTEN', 'SOUNDCLOUD', 'MAKE', 'CHARCTER', 'LOOK', 'FOOLISH', 'DANGEROUS', 'POSSIBLE', 'EVER', 'WANT', 'RESPOND', 'FUCK', 'WELLYOU', 'GO', 'MUCH', 'EFFORT', 'DESTROY', 'CHARACTER', 'BRING', 'SMOKING', 'HABIT', 'SHOOT', 'TONE', 'PERFECTLY', 'CHOOSE', 'WORD', 'USE', 'REALLY', 'MAKE', 'BROWN', 'LOOK', 'UNSTABLE', 'LOOK', 'MUCH', 'DETAIL', 'U', 'GO', 'TRHU', 'SLAY', 'CHARACTER']",False,True,True,False,False,True,False,False,False,False,False,False
"['WATCH', 'VIDEO', 'CLEAR', 'SEEM', 'BUY', 'ARGUMENT', 'FAVOR', 'WHITE', 'POLICE', 'OFFICER', 'DEAD', 'BLACK', 'KID', 'WATCH', 'VIDEO', 'POST', 'SEE', 'PATTER', 'BIAS', 'EXIST', 'SURE', 'ENOUGH', 'REPEAT', 'PATTER', 'ARGUMENT', 'SOYOU', 'CONVINCE', 'MINDED', 'DIFFERENT', 'MANY', 'WHITE', 'CONSERVATIVE', 'PRETEND', 'SYSTEM', 'AFFECT', 'WHITE', 'PEOPLE', 'MINORITY', 'BLACK', 'FAIR', 'GAME', 'KEEP', 'PREACH', 'SIDED', 'VIEW', 'GAIN', 'MANY', 'WHITE', 'ADMIRER', 'SHARE', 'VIEW']",False,False,False,False,False,False,False,False,False,False,False,False
['ALLLIVESMATTER'],False,False,False,False,False,False,False,False,False,False,False,False
"['SEE', 'SIGN', 'BLACK', 'LIFE', 'MATTER', 'PARENT', 'BURY', 'CHILDJUSTICE', 'BET', 'KNOW', 'LAST', 'BLACK', 'PERSON', 'SHOOT', 'WHITE', 'COP', 'ASK', 'NAME', 'PERSON', 'LAST', 'KILL', 'BLACK', 'PERSON', 'DAMN', 'CLUE', 'MARCHE', 'PROTEST', 'FAR', 'LIKELY', 'MURDER', 'BLACK', 'PERSON', 'COP', 'FACT', 'FUCK', 'CORNELL', 'WEST']",False,True,True,False,False,False,False,False,False,False,False,False
"['LOVE', 'RAP', 'SECTION']",False,False,False,False,False,False,False,False,False,False,False,False
"['TIME', 'REPORT', 'APPROACH', 'OFFICER', 'OFFICER', 'ENGAGE', 'YOUNG', 'MAN', 'RUN', 'AWAY', 'OFFICER', 'REPORT', 'FIRE', 'FLIGHT', 'INCONSISTENT', 'TURN', 'CONFRONT', 'COP', 'ALREADY', 'HIT', 'BULLET', 'LIKE', 'BLACK', 'FOLK', 'LISTEN', 'SPIN', 'VIDEO', 'GIVE', 'WEIGHT', 'EYE', 'WITNESS', 'REPORT', 'VIDEO', 'DISCREDIT', 'DEAD', 'YOUNG', 'MAN']",False,False,False,False,False,False,False,False,False,False,False,False
"['WONDER', 'BIG', 'THUG', 'BROWN', 'MAKE', 'STREET', 'MEET', 'FINAL', 'SHOT', 'MELON', 'GET', 'SEW', 'BLM', 'TRUTH', 'FACT', 'SHIT', 'KITCHEN', 'GET', 'RIGHT', 'DIRECTION', 'TOILET']",True,True,True,False,False,True,True,False,False,False,False,False
"['SPREAD', 'VIDEO', 'EVERYWHERE', 'AWESOME']",False,False,False,False,False,False,False,False,False,False,False,False
"['CHARACTER', 'MATTER', 'UNARMED', 'KILL', 'HAND', 'DAMN', 'ARREST', 'KILL', 'FUCK', 'LET', 'OJ', 'GET', 'MURDER', 'KILL', 'BOY', 'STEAL', 'CIGAR']",False,False,False,False,False,False,False,False,False,False,False,False
"['AGREE', 'FACT', 'CASE', 'GREY', 'HOWEVER', 'REALIZE', 'COP', 'CATCH', 'ACT', 'UNJUSTIFIED', 'VIOLENCE', 'DAILY', 'BASIS', 'CATCH', 'VIDEO', 'WRITING', 'NARRATIVE', 'BRUTALITY', 'THUGGERY', 'PUBLIC', 'TOLERATE', 'LONG', 'POLICE', 'BRUTALITY', 'RECORD', 'POLICE', 'DANGEROUS', 'NECESSARY']",False,False,False,False,False,False,False,False,False,False,False,False
"['COME', 'CALL', 'BLACK', 'AFRICAN', 'EUROPEAN', 'WHITE']",False,False,False,False,False,False,False,False,False,False,False,False
"['NARRATOR', 'ANNOYING', 'LISP']",False,False,False,False,False,False,False,False,False,False,False,False
"['GUY', 'MONSTER', 'GET', 'DESERVE', 'COLOR', 'MATTER', 'ATTACK', 'GUY', 'GUN', 'GO', 'GET', 'STUPID', 'ILLEGAL', 'ACT', 'TRY', 'HURT', 'BLAST', 'GIVE', 'COP', 'RAISE']",False,True,True,False,False,False,False,False,False,False,False,False
"['GUY', 'GO', 'FAR', 'ILL', 'TELL', 'BAD', 'GO', 'HAPPEN', 'BAD', 'GO', 'BENEFIT', 'CARE', 'MUCH', 'MONEY', 'ELLEN', 'WELL', 'REST', 'CAREFUL', 'PUT', 'PUT', 'CAREFUL', 'KID']",False,False,False,False,False,False,False,False,False,False,False,False
"['THINK', 'GENTLE', 'GIANT', 'KILL', 'SONG', 'RAP', 'TALK', 'BAD']",False,True,True,False,True,False,False,False,False,False,False,False
['ROCK'],False,False,False,False,False,False,False,False,False,False,False,False
"['HUBBARD', 'ABSOLUTE', 'RESPECT', 'WISH', 'RUN', 'OFFICE', 'LEVEL', 'GET', 'BIG', 'BALL', 'MALE', 'POLITICIAN', 'CALL', 'BRAVO']",False,False,False,False,False,False,False,False,False,False,False,False
"['ALMOST', 'FLOOR', 'SHAVE', 'QUALITY', 'CIGAR', 'KEEP', 'SENSATIONALISM', 'COMMENT', 'VIDEO', 'PERFECT', 'WELL', 'THINK', 'WELL', 'PUT']",False,False,False,False,False,False,False,False,False,False,False,False
"['GUY', 'RIOT', 'WORK', 'ORRRR', 'LET', 'GUESS', 'FUCK', 'DAY']",False,True,True,False,False,False,False,False,False,False,False,False
"['HEADING', 'READ', 'PROTESTER', 'TAKE', 'FAR']",False,False,False,False,False,False,False,False,False,False,False,False
"['NEED', 'GET', 'BACK', 'BASIC', 'SAVAGE', 'RIOT', 'PROTEST', 'USE', 'GERMAN', 'SHEPARD', 'SHOOT', 'ANIMAL']",True,True,True,True,False,False,True,False,False,False,False,False
"['BAD', 'WEAPON', 'DISCHARGE']",False,True,True,False,True,False,False,False,False,False,False,False
['B'],False,True,True,False,False,False,False,False,False,False,False,False
"['MAJOR', 'DIFFERENCE', 'ZIMMERMAN', 'CASE', 'ONE', 'NAME', 'WITHHOLD', 'TAKE', 'CUSTODY', 'NEWS', 'MEDIUM', 'ABLE', 'DOCUMENT', 'ZIMMERMAN', 'INJURY', 'IMMEDIATELY', 'CASE', 'HANDLE', 'HORRIBLY', 'LACK', 'IMMEDIATE', 'TRANSPARENCY', 'EVEN', 'TRUE', 'PO', 'QUESTION', 'COVERUP', 'ALSO', 'COMMUNITY', 'HISTORY', 'POLICE', 'ABUSE', 'MISS', 'VIDEO', 'ALLEGED', 'ABUSE', 'OCCUR', 'RESPONSE', 'MEDIUM', 'PEACEFUL', 'PROTESTER', 'ALSO', 'SHOW', 'COMPLETE', 'LACK', 'UNDERSTANDING', 'ESCALATION', 'AUTHORITY', 'DEAL', 'POTENTIAL', 'ZIMMERMAN', 'LOOTING', 'RIOT', 'PD', 'CASE', 'ATTACK', 'PROTESTER', 'RATHER', 'STATION', 'LOOT', 'TARGET', 'PROTECT', 'BUSINESS', 'CRIMINAL', 'ALWAYS', 'TAKE', 'OPPORTUNITY', 'DISTRACTION', 'STORM', 'BLACKOUT', 'PROTEST', 'LOOT', 'AUTHORITY', 'KNOW', 'KNOW', 'GREAT', 'PROPAGANDA', 'PROTESTER', 'SEE', 'CAUSE', 'LOOTING', 'RATHER', 'PD', 'FAIL', 'PROTECT', 'BUSINESS', 'ALSO', 'ILLUSTRATE', 'AMENDMENT', 'VALUABLE', 'BUSINESS', 'OWNER', 'DEPEND', 'PD', 'PROTECTION', 'LOOT', 'BUSINESS', 'OWNER', 'DEPEND', 'RIGHT', 'BEAR', 'ARM', 'LOOT']",False,False,False,False,False,False,False,False,False,False,False,False
"['PROTESTER', 'LOOK', 'KID', 'WONDER', 'GET', 'LICENSE', 'PLATE', 'NUMBER', 'PRETTY', 'WILD', 'BUNCH', 'KID', 'MUCH', 'DAMAGE', 'INFRASTRUCTURE', 'PATHETICALLY', 'WEAK']",False,False,False,False,False,False,False,False,False,False,False,False
"['BITCH', 'TALK', 'PEOPLE', 'JAR', 'FURROW', 'RIGHT']",False,True,True,False,False,False,False,False,False,False,False,False
"['DUDE', 'SURE', 'SEEM', 'KNOW', 'GOOD', 'BIT', 'SMOKING', 'WEED', 'ACCORD', 'CLOWN', 'BLACK', 'MAN', 'SOMEWHAT', 'GANG', 'SIDE', 'FACTUAL', 'BASE', 'PHOTO', 'JUSTIFY', 'MURDER', 'UNARMED', 'HUMAN', 'OK', 'MFER']",False,True,True,False,False,True,False,False,False,False,False,False
"['SPEAK', 'WANT', 'SAY']",False,False,False,False,False,False,False,False,False,False,False,False
"['WAIT', 'COME', 'BACK', 'TAKE', 'CARE', 'B', 'GET', 'SICK', 'TIRED', 'RACIST', 'WHITE', 'PEOPLE', 'RACIST', 'BLACK', 'PEOPLE', 'DAMN', 'GET', 'BLACK', 'MAN', 'LOVE', 'WHITE', 'PEOPLE', 'BLACK', 'PEOPLE', 'AWAY', 'HATE', 'HEART', 'TRY', 'LOVE', 'HATE', 'GO', 'TAKE', 'NEED', 'COME', 'TOGETHER', 'GOD', 'CHILD', 'KKK', 'BLACK', 'POWER']",False,False,False,False,False,False,False,False,False,False,False,False
"['PRETTY', 'WOMAN', 'DANG']",False,False,False,False,False,False,False,False,False,False,False,False
"['BEAR', 'MACE', 'GAS', 'PEDAL']",False,True,True,True,False,False,False,False,False,False,False,False
"['SURE', 'AVOID', 'GET', 'GUY', 'TAXI', 'CAB']",False,False,False,False,False,False,False,False,False,False,False,False
"['PROVE', 'BLOCK', 'ROAD']",False,False,False,False,False,False,False,False,False,False,False,False
"['GET', 'JAMYLA', 'BOLDEN', 'DIE', 'NEEDLESSLY']",False,False,False,False,False,False,False,False,False,False,False,False
['RUN'],False,True,True,False,True,False,False,False,False,False,False,False
"['MOTHER', 'TELL', 'THING', 'BLESS', 'WOMAN']",False,False,False,False,False,False,False,False,False,False,False,False
"['TELL', 'GOOD', 'COP', 'PUT', 'BAD', 'ONE', 'JAIL']",False,False,False,False,False,False,False,False,False,False,False,False
"['START', 'ADVOCATE', 'PARENT', 'FAMILY', 'BLACK', 'COMMUNITY', 'TOTALLY', 'LOSE']",False,False,False,False,False,False,False,False,False,False,False,False
"['WAR', 'YEAR', 'WAR', 'START', 'QUARTER', 'DIE', 'STOP', 'BITCH']",False,True,True,False,False,False,False,False,False,False,False,False
"['FIND', 'SATISFYING', 'REASON']",False,True,True,False,True,False,False,False,False,False,False,False
['PRESIDENT'],False,False,False,False,False,False,False,False,False,False,False,False
"['STUPID', 'ARREST', 'CHARGE', 'DRIVER', 'NEED', 'GET', 'WORK', 'FEED', 'FAMILY']",True,True,False,False,False,False,True,True,False,False,False,False
"['GREAT', 'POINT', 'THANK', 'TRY', 'CALMLY', 'DISSECT', 'PRAY', 'TRUTH', 'COME', 'HANDLE', 'TRUTH']",False,False,False,False,False,False,False,False,False,False,False,False
"['LOVE', 'COUNTRY']",False,False,False,False,False,False,False,False,False,False,False,False
"['WRONG', 'MAJORITY', 'BLACK', 'COMMUNITY', 'VOTE', 'MAKE', 'SENSE', 'INEQUALITY', 'CITY', 'GOVERNMENT']",False,False,False,False,False,False,False,False,False,False,False,False
"['PLOW', 'GET', 'WAY']",False,True,True,False,True,False,False,False,False,False,False,False
"['POLICE', 'TRY', 'SHOOT', 'LEG', 'ARM', 'BODY', 'PART', 'IMMOBILIZE', 'TIME', 'OFFICER', 'FIRE', 'WEAPON', 'USE', 'DEADLY', 'FORCE', 'TRAIN', 'AIM', 'CENTRE', 'MASS', 'PART', 'BODY']",False,False,False,False,False,False,False,False,False,False,False,False
['AMELAND'],True,True,False,False,False,False,True,True,False,False,False,False
"['BAD', 'TESTTUBE', 'VIDEO', 'EVER', 'INEQUALITY', 'CHOICE', 'WHITE', 'FLIGHT', 'CHANGE', 'DEMOGRAPHIC', 'REMAIN', 'RESIDENT', 'SAY', 'VOTE', 'PUT', 'NOMINEE', 'GO', 'CITY', 'COUNCIL', 'MEETING', 'PUT', 'GRIEVANCE', 'COUNCILMAN', 'SUPPOSEDLY', 'POSTRACIAL', 'ERA', 'RACE', 'LEADER', 'MATTER', 'BTW', 'TITLE', 'ASK', 'REALLY', 'CAUSE', 'RIOT', 'SEEM', 'ACCOUNT', 'ANSWER', 'OUTOFTOWN', 'LAWBREAKER']",False,False,False,False,False,False,False,False,False,False,False,False
"['LET', 'RELAX', 'SLOWLY', 'GRAB', 'GAUGE']",False,False,False,False,False,False,False,False,False,False,False,False
"['LOL', 'COME']",False,False,False,False,False,False,False,False,False,False,False,False
"['THANK', 'YET', 'SOBER', 'ANALYSIS', 'STEFAN', 'AMOUNT', 'BIAS', 'DECEPTION', 'LEFT', 'MAINSTREAM', 'MEDIUM', 'INSANE']",False,False,False,False,False,False,False,False,False,False,False,False
"['FERGUSON', 'AMERICAN', 'CITY', 'PRISON', 'RESIDENT', 'FEEL', 'MISTREAT', 'DISCRIMINATED', 'SUBJECT', 'SEARCH', 'SEIZURE', 'ADVICE', 'MOVE', 'COUNTRY', 'VAST', 'CONFIDENT', 'FIND', 'SOMEWHERE', 'GREAT', 'NATION', 'FIND', 'PLACE', 'HAPPY', 'SUCCESSFUL']",False,False,False,False,False,False,False,False,False,False,False,False
"['NATIVE', 'LOVE', 'HONEY']",False,False,False,False,False,False,False,False,False,False,False,False
['PRESIDENT'],False,False,False,False,False,False,False,False,False,False,False,False
"['RACIST', 'FUCK', 'BLESS']",False,True,True,False,False,False,False,False,False,False,False,False
"['LOVE', 'VIDEO', 'USE', 'STAND', 'BLACK', 'LIFE', 'MATTER', 'USE', 'EXCUSE', 'GET', 'AWAY', 'CRIME', 'KNOW', 'LOT', 'GOOD', 'BLACK', 'LIKE', 'VOICE', 'HEAR', 'VOICE', 'SILENCE', 'NATIONWIDE', 'UPROAR', 'BLACK', 'LIFE', 'MATTER', 'AFRAID', 'SAY', 'NEXT', 'VICTIM']",False,False,False,False,False,False,False,False,False,False,False,False
"['LIKE', 'SAY', 'HURR', 'INSTEAD']",False,False,False,False,False,False,False,False,False,False,False,False
"['DESERVE', 'DIE', 'INTOXICATE', 'AGGRESSIVE', 'ATTEMPT', 'REACH', 'COPS', 'GUN']",False,True,True,False,True,False,False,False,False,False,False,False
"['KNOW', 'MANY', 'FINE', 'BLACK', 'WOMAN', 'MAN', 'SICK', 'TIRED', 'VIOLENCE', 'BLAME', 'THANK', 'SPEAK']",False,False,False,False,False,False,False,False,False,False,False,False
"['OLD', 'WAY', 'TRY', 'FOREVER', 'WELL', 'WORK', 'LOOK']",False,False,False,False,False,False,False,False,False,False,False,False
"['GUY', 'DUMBASS', 'CLAIM', 'POLICE', 'HIRE', 'THUG', 'TAKE', 'PHONE', 'SHOOT', 'ROUND', 'EVIDENCE', 'BACK', 'CLAIM']",False,True,True,False,False,False,False,False,False,False,False,False
"['HIT', 'NAIL', 'HEAD', 'BLACK', 'LIFE', 'MATTER', 'GUESS', 'KEEP', 'KILL', 'STUPID', 'SHIT', 'GANG', 'LOYALTY', 'SELL', 'DRUG', 'INSTEAD', 'GET', 'EDUCATION', 'ABLE', 'GET', 'GETTO', 'TAKE', 'HAT', 'PARENT', 'RAISE', 'CHLIDREN', 'VALUE', 'PRIDE', 'ONE', 'MAKE', 'DIFFERENCE', 'DRUG', 'DEAL', 'GANG', 'BANGER', 'DIFFERENCE', 'GO', 'MAKEIS', 'LESS', 'HOLIDAY', 'DINNER']",False,False,False,False,False,False,False,False,False,False,False,False
"['PEOPLE', 'SICK', 'MAN', 'SPEAK', 'TRUTH', 'MAD', 'TRY', 'JUSTIFY', 'YOUNG', 'BOY', 'SHOOT', 'KILL', 'SMH', 'DEVIL', 'DISEASE', 'EARTH', 'ILL', 'GLAD', 'SUN', 'BURN', 'ASS', 'EXTINCTION', 'PLANET', 'ANIMAL', 'HALF', 'DEVIL', 'CAVE', 'BEAST']",False,True,True,False,True,True,False,False,False,False,False,False
"['PRICE', 'CRAP', 'THINK', 'COOL', 'DISRESPECT', 'AMERICAN', 'FLAG']",False,True,True,False,False,False,False,False,False,False,False,False
"['FREAKIN', 'GO', 'GIRL']",False,False,False,False,False,False,False,False,False,False,False,False
"['LEGAL', 'SYSTEM', 'INHERENTLY', 'RACIST', 'REPORTER']",False,True,True,False,False,False,False,False,False,False,False,False
"['ARAB', 'PIECE', 'SHIT', 'ACT', 'HARRASSE', 'PARENT', 'STORE', 'YET', 'ACT', 'TREAT', 'BLACK', 'PEOPLE', 'LOL', 'PEOPLE', 'STEAL', 'STORE', 'MORON', 'PIECE', 'SHIT']",True,True,True,False,False,True,True,False,False,False,False,False
"['AWESOME', 'WOMAN']",False,False,False,False,False,False,False,False,False,False,False,False
"['START', 'GIVE', 'FUCK', 'SAY', 'USE', 'MAKE', 'PEOPLE', 'EAT', 'BUG', 'SHIT', 'SOCIAL', 'COMMENTATOR', 'COME', 'FUCK']",False,True,True,False,False,True,False,False,False,False,False,False
"['GREAT', 'INTERVIEW']",False,False,False,False,False,False,False,False,False,False,False,False
"['HAHA', 'BIG', 'OLD', 'FUCKING', 'MAKE', 'CENSOR']",False,False,False,False,False,False,False,False,False,False,False,False
"['DEAR', 'GRINDAHZ', 'AKA', 'POT', 'CALL', 'KETTLE', 'BLACK', 'SPELLING', 'LIST', 'WEEK', 'WEATHER', 'WAY', 'WEIGH', 'FERGUSON', 'STUPID', 'HYPOCRITE', 'STAY', 'TUNE', 'GRAMMAR', 'LESSON', 'PUNCTUATION', 'LESSON']",False,False,False,False,False,False,False,False,False,False,False,False
"['POLICE', 'CAR', 'FAR', 'AWAY', 'BODY', 'OFFICER', 'GOOD', 'SHOT', 'WAKE', 'BELIEVE', 'DELUDE', 'START', 'VID', 'POINT', 'MEDIUM', 'PORTRAY', 'GENTLE', 'GIANT', 'GO', 'USE', 'SIMILAR', 'TACTIC', 'DISCREDIT', 'MB', 'REF', 'POT', 'MAKE', 'RAP', 'MUSIC', 'GUY', 'MAKE', 'VID', 'DAD', 'LEAVE', 'TOWN', 'EVER']",False,False,False,False,False,False,False,False,False,False,False,False
"['WALK', 'RIGHT', 'COP', 'PEPPER', 'SPRAY', 'BOY', 'WAIT', 'FREE', 'PASS', 'BEAT', 'PROTESTER', 'ASS']",False,True,True,True,True,False,False,False,False,False,False,False
"['COURSE', 'GO', 'COLLEGE', 'MONEY', 'COME', 'MAJORITY', 'DROP', 'WAY', 'SEMESTER']",False,False,False,False,False,False,False,False,False,False,False,False
"['INJURY', 'COP', 'TREAT']",False,False,False,False,False,False,False,False,False,False,False,False
"['BURN', 'TEAR', 'GAS', 'PEPPER', 'SPRAY']",False,False,False,False,False,False,False,False,False,False,False,False
"['FUCKERSFUCK', 'PEACE', 'SHIT']",False,True,True,False,False,True,False,False,False,False,False,False
"['WAT', 'SAYIN']",False,False,False,False,False,False,False,False,False,False,False,False
"['DUMB', 'PEOPLE']",False,True,True,False,False,False,False,False,False,False,False,False
"['QUESTION', 'PARK', 'CRUISER', 'FRONT', 'PROTESTER']",False,False,False,False,False,False,False,False,False,False,False,False
