CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,cleaned_text,semantic_tokens,processed_text
Ugh3WIcv7jaQDXgCoAEC,9pr1oE34bIM,"I watched your Zimmerman case video and you are full of SHIT. I can smell the hate seeping out of you. You bringing up RAP music and what he listens to it, or his sound-cloud is nothing more to make his charcter look as foolish and dangerous as possible. To who ever wants to respond to it this, FUCK YOU AZ WELL>..You go through so much effort to destroy Mike Brown's character by bringing up his smoking habits which have nothing to do with why he got shot. Your tone and the perfectly chosen words you use really makes Brown look like he was ""Unstable"". Look at how much detail u went trhu to slay Brown's character.",True,True,False,False,True,False,False,False,False,False,False,False,I WATCHED YOUR ZIMMERMAN CASE VIDEO AND YOU ARE FULL OF SHIT I CAN SMELL THE HATE SEEPING OUT OF YOU YOU BRINGING UP RAP MUSIC AND WHAT HE LISTENS TO IT OR HIS SOUNDCLOUD IS NOTHING MORE TO MAKE HIS CHARCTER LOOK AS FOOLISH AND DANGEROUS AS POSSIBLE TO WHO EVER WANTS TO RESPOND TO IT THIS FUCK YOU AZ WELLYOU GO THROUGH SO MUCH EFFORT TO DESTROY MIKE BROWNS CHARACTER BY BRINGING UP HIS SMOKING HABITS WHICH HAVE NOTHING TO DO WITH WHY HE GOT SHOT YOUR TONE AND THE PERFECTLY CHOSEN WORDS YOU USE REALLY MAKES BROWN LOOK LIKE HE WAS UNSTABLE LOOK AT HOW MUCH DETAIL U WENT TRHU TO SLAY BROWNS CHARACTER,"['WATCH', 'ZIMMERMAN', 'CASE', 'VIDEO', 'FULL', 'SHIT', 'SMELL', 'HATE', 'SEEP', 'BRING', 'RAP', 'MUSIC', 'LISTEN', 'SOUNDCLOUD', 'MAKE', 'CHARCTER', 'LOOK', 'FOOLISH', 'DANGEROUS', 'POSSIBLE', 'EVER', 'WANT', 'RESPOND', 'FUCK', 'WELLYOU', 'GO', 'MUCH', 'EFFORT', 'DESTROY', 'CHARACTER', 'BRING', 'SMOKING', 'HABIT', 'SHOOT', 'TONE', 'PERFECTLY', 'CHOOSE', 'WORD', 'USE', 'REALLY', 'MAKE', 'BROWN', 'LOOK', 'UNSTABLE', 'LOOK', 'MUCH', 'DETAIL', 'U', 'GO', 'TRHU', 'SLAY', 'CHARACTER']",WATCH ZIMMERMAN CASE VIDEO FULL SHIT SMELL HATE SEEP BRING RAP MUSIC LISTEN SOUNDCLOUD MAKE CHARCTER LOOK FOOLISH DANGEROUS POSSIBLE EVER WANT RESPOND FUCK WELLYOU GO MUCH EFFORT DESTROY CHARACTER BRING SMOKING HABIT SHOOT TONE PERFECTLY CHOOSE WORD USE REALLY MAKE BROWN LOOK UNSTABLE LOOK MUCH DETAIL U GO TRHU SLAY CHARACTER
Ugj9qky2IJzNTngCoAEC,9pr1oE34bIM,"Watching this Video, It is clear that Stefan has seems to buy all the argument in favor of the White Police officer, but not the Dead Black kid. I have watched  other Videos you posted to see if the same patter of bias exist? sure enough , you repeated the same patter of argument against Tryvon Martin. So,you can only convince like minded. You are not different from Alex Jones, and many other White Conservatives who pretend to be against the system only if affect white people. Minorities and Blacks are fair game. So, Stefan, keep preaching your one sided view and you will gain many White admirers who share your view.",False,False,False,False,False,False,False,False,False,False,False,False,WATCHING THIS VIDEO IT IS CLEAR THAT STEFAN HAS SEEMS TO BUY ALL THE ARGUMENT IN FAVOR OF THE WHITE POLICE OFFICER BUT NOT THE DEAD BLACK KID I HAVE WATCHED OTHER VIDEOS YOU POSTED TO SEE IF THE SAME PATTER OF BIAS EXIST SURE ENOUGH YOU REPEATED THE SAME PATTER OF ARGUMENT AGAINST TRYVON MARTIN SOYOU CAN ONLY CONVINCE LIKE MINDED YOU ARE NOT DIFFERENT FROM ALEX JONES AND MANY OTHER WHITE CONSERVATIVES WHO PRETEND TO BE AGAINST THE SYSTEM ONLY IF AFFECT WHITE PEOPLE MINORITIES AND BLACKS ARE FAIR GAME SO STEFAN KEEP PREACHING YOUR ONE SIDED VIEW AND YOU WILL GAIN MANY WHITE ADMIRERS WHO SHARE YOUR VIEW,"['WATCH', 'VIDEO', 'CLEAR', 'SEEM', 'BUY', 'ARGUMENT', 'FAVOR', 'WHITE', 'POLICE', 'OFFICER', 'DEAD', 'BLACK', 'KID', 'WATCH', 'VIDEO', 'POST', 'SEE', 'PATTER', 'BIAS', 'EXIST', 'SURE', 'ENOUGH', 'REPEAT', 'PATTER', 'ARGUMENT', 'SOYOU', 'CONVINCE', 'MINDED', 'DIFFERENT', 'MANY', 'WHITE', 'CONSERVATIVE', 'PRETEND', 'SYSTEM', 'AFFECT', 'WHITE', 'PEOPLE', 'MINORITY', 'BLACK', 'FAIR', 'GAME', 'KEEP', 'PREACH', 'SIDED', 'VIEW', 'GAIN', 'MANY', 'WHITE', 'ADMIRER', 'SHARE', 'VIEW']",WATCH VIDEO CLEAR SEEM BUY ARGUMENT FAVOR WHITE POLICE OFFICER DEAD BLACK KID WATCH VIDEO POST SEE PATTER BIAS EXIST SURE ENOUGH REPEAT PATTER ARGUMENT SOYOU CONVINCE MINDED DIFFERENT MANY WHITE CONSERVATIVE PRETEND SYSTEM AFFECT WHITE PEOPLE MINORITY BLACK FAIR GAME KEEP PREACH SIDED VIEW GAIN MANY WHITE ADMIRER SHARE VIEW
Ugj-0RTLVplXZngCoAEC,cT14IbTDW2c,#alllivesmatter,False,False,False,False,False,False,False,False,False,False,False,False,ALLLIVESMATTER,['ALLLIVESMATTER'],ALLLIVESMATTER
Ugim7HUsL6xP13gCoAEC,TZxEyoplYbI,"I see all these signs, ""black lives matter!"", ""no parent should have to bury their child!"",""justice!"". I bet you they'd know the last three black person shot by a white cop, but if you ask them to name one person in the last hundred who was killed by another black person, not a damn clue. where are the marches and protests over that? you are far more likely to murdered by another black person who isn't a cop. that is a fact. fuck you sharpton. you are no cornell west.",True,True,False,False,False,False,False,False,False,False,False,False,I SEE ALL THESE SIGNS BLACK LIVES MATTER NO PARENT SHOULD HAVE TO BURY THEIR CHILDJUSTICE I BET YOU THEYD KNOW THE LAST THREE BLACK PERSON SHOT BY A WHITE COP BUT IF YOU ASK THEM TO NAME ONE PERSON IN THE LAST HUNDRED WHO WAS KILLED BY ANOTHER BLACK PERSON NOT A DAMN CLUE WHERE ARE THE MARCHES AND PROTESTS OVER THAT YOU ARE FAR MORE LIKELY TO MURDERED BY ANOTHER BLACK PERSON WHO ISNT A COP THAT IS A FACT FUCK YOU SHARPTON YOU ARE NO CORNELL WEST,"['SEE', 'SIGN', 'BLACK', 'LIFE', 'MATTER', 'PARENT', 'BURY', 'CHILDJUSTICE', 'BET', 'KNOW', 'LAST', 'BLACK', 'PERSON', 'SHOOT', 'WHITE', 'COP', 'ASK', 'NAME', 'PERSON', 'LAST', 'KILL', 'BLACK', 'PERSON', 'DAMN', 'CLUE', 'MARCHE', 'PROTEST', 'FAR', 'LIKELY', 'MURDER', 'BLACK', 'PERSON', 'COP', 'FACT', 'FUCK', 'CORNELL', 'WEST']",SEE SIGN BLACK LIFE MATTER PARENT BURY CHILDJUSTICE BET KNOW LAST BLACK PERSON SHOOT WHITE COP ASK NAME PERSON LAST KILL BLACK PERSON DAMN CLUE MARCHE PROTEST FAR LIKELY MURDER BLACK PERSON COP FACT FUCK CORNELL WEST
Ugi_ofJvcozDSXgCoAEC,9pr1oE34bIM,love the rap section!,False,False,False,False,False,False,False,False,False,False,False,False,LOVE THE RAP SECTION,"['LOVE', 'RAP', 'SECTION']",LOVE RAP SECTION
UghDRZ15Ww_vjHgCoAEC,9pr1oE34bIM,At no time was it reported that Mr. Brown approached the officer. It was the officer that engaged the young men. Mr. Brown ran away from the officer who was reported to have fired on him while he was in flight.. It is inconsistent that he would have turned and confront the cop who had already  hit him with one bullet. You might not like black folks but you should not listen to spin in this video. You have given no weight to the eye witness reports. This video is to discredit the dead young man.,False,False,False,False,False,False,False,False,False,False,False,False,AT NO TIME WAS IT REPORTED THAT MR BROWN APPROACHED THE OFFICER IT WAS THE OFFICER THAT ENGAGED THE YOUNG MEN MR BROWN RAN AWAY FROM THE OFFICER WHO WAS REPORTED TO HAVE FIRED ON HIM WHILE HE WAS IN FLIGHT IT IS INCONSISTENT THAT HE WOULD HAVE TURNED AND CONFRONT THE COP WHO HAD ALREADY HIT HIM WITH ONE BULLET YOU MIGHT NOT LIKE BLACK FOLKS BUT YOU SHOULD NOT LISTEN TO SPIN IN THIS VIDEO YOU HAVE GIVEN NO WEIGHT TO THE EYE WITNESS REPORTS THIS VIDEO IS TO DISCREDIT THE DEAD YOUNG MAN,"['TIME', 'REPORT', 'APPROACH', 'OFFICER', 'OFFICER', 'ENGAGE', 'YOUNG', 'MAN', 'RUN', 'AWAY', 'OFFICER', 'REPORT', 'FIRE', 'FLIGHT', 'INCONSISTENT', 'TURN', 'CONFRONT', 'COP', 'ALREADY', 'HIT', 'BULLET', 'LIKE', 'BLACK', 'FOLK', 'LISTEN', 'SPIN', 'VIDEO', 'GIVE', 'WEIGHT', 'EYE', 'WITNESS', 'REPORT', 'VIDEO', 'DISCREDIT', 'DEAD', 'YOUNG', 'MAN']",TIME REPORT APPROACH OFFICER OFFICER ENGAGE YOUNG MAN RUN AWAY OFFICER REPORT FIRE FLIGHT INCONSISTENT TURN CONFRONT COP ALREADY HIT BULLET LIKE BLACK FOLK LISTEN SPIN VIDEO GIVE WEIGHT EYE WITNESS REPORT VIDEO DISCREDIT DEAD YOUNG MAN
UggbUWQabAV4KHgCoAEC,9pr1oE34bIM,"I wonder how big of a crater Thug Brown made in the street when he met the final shot to the melon. You get what you sew... 

BLM - When Truth and Facts Don't then they Shit in their own Kitchens before they get the right directions to the toilet.",True,True,False,False,True,True,True,False,False,False,False,False,I WONDER HOW BIG OF A CRATER THUG BROWN MADE IN THE STREET WHEN HE MET THE FINAL SHOT TO THE MELON YOU GET WHAT YOU SEW BLM WHEN TRUTH AND FACTS DONT THEN THEY SHIT IN THEIR OWN KITCHENS BEFORE THEY GET THE RIGHT DIRECTIONS TO THE TOILET,"['WONDER', 'BIG', 'THUG', 'BROWN', 'MAKE', 'STREET', 'MEET', 'FINAL', 'SHOT', 'MELON', 'GET', 'SEW', 'BLM', 'TRUTH', 'FACT', 'SHIT', 'KITCHEN', 'GET', 'RIGHT', 'DIRECTION', 'TOILET']",WONDER BIG THUG BROWN MAKE STREET MEET FINAL SHOT MELON GET SEW BLM TRUTH FACT SHIT KITCHEN GET RIGHT DIRECTION TOILET
UghhReguIiBXz3gCoAEC,dG7mZQvaQDk,I've spread this video everywhere!!!! Awesome!,False,False,False,False,False,False,False,False,False,False,False,False,IVE SPREAD THIS VIDEO EVERYWHERE AWESOME,"['SPREAD', 'VIDEO', 'EVERYWHERE', 'AWESOME']",SPREAD VIDEO EVERYWHERE AWESOME
Ugg-mmBHT4T8ongCoAEC,9pr1oE34bIM,His character does not matter he was un-armed and killed while his hands was up!!!!!! Damn you could have arrested him not kill him. What the Fuck you let OJ get away with murder and kill this boy for stealing cigars,False,False,False,False,False,False,False,False,False,False,False,False,HIS CHARACTER DOES NOT MATTER HE WAS UNARMED AND KILLED WHILE HIS HANDS WAS UP DAMN YOU COULD HAVE ARRESTED HIM NOT KILL HIM WHAT THE FUCK YOU LET OJ GET AWAY WITH MURDER AND KILL THIS BOY FOR STEALING CIGARS,"['CHARACTER', 'MATTER', 'UNARMED', 'KILL', 'HAND', 'DAMN', 'ARREST', 'KILL', 'FUCK', 'LET', 'OJ', 'GET', 'MURDER', 'KILL', 'BOY', 'STEAL', 'CIGAR']",CHARACTER MATTER UNARMED KILL HAND DAMN ARREST KILL FUCK LET OJ GET MURDER KILL BOY STEAL CIGAR
Ugh2MdXbI9AneXgCoAEC,9pr1oE34bIM,"Stef,...I agree the facts on this case are grey, however you have to realize that cops are getting caught in acts of unjustified violence on a daily bases now, its getting caught on video and its writing a narrative of brutality and thuggery the public will not tolerate any longer,.... POLICE BRUTALITY - Recording The Police is Dangerous, but Necessary!",False,False,False,False,False,False,False,False,False,False,False,False,STEFI AGREE THE FACTS ON THIS CASE ARE GREY HOWEVER YOU HAVE TO REALIZE THAT COPS ARE GETTING CAUGHT IN ACTS OF UNJUSTIFIED VIOLENCE ON A DAILY BASES NOW ITS GETTING CAUGHT ON VIDEO AND ITS WRITING A NARRATIVE OF BRUTALITY AND THUGGERY THE PUBLIC WILL NOT TOLERATE ANY LONGER POLICE BRUTALITY RECORDING THE POLICE IS DANGEROUS BUT NECESSARY,"['AGREE', 'FACT', 'CASE', 'GREY', 'HOWEVER', 'REALIZE', 'COP', 'CATCH', 'ACT', 'UNJUSTIFIED', 'VIOLENCE', 'DAILY', 'BASIS', 'CATCH', 'VIDEO', 'WRITING', 'NARRATIVE', 'BRUTALITY', 'THUGGERY', 'PUBLIC', 'TOLERATE', 'LONG', 'POLICE', 'BRUTALITY', 'RECORD', 'POLICE', 'DANGEROUS', 'NECESSARY']",AGREE FACT CASE GREY HOWEVER REALIZE COP CATCH ACT UNJUSTIFIED VIOLENCE DAILY BASIS CATCH VIDEO WRITING NARRATIVE BRUTALITY THUGGERY PUBLIC TOLERATE LONG POLICE BRUTALITY RECORD POLICE DANGEROUS NECESSARY
UgjGXwDAaQDElXgCoAEC,4rCweDxDqdw,How come they call the 'blacks' African Americans but not European American to the 'whites' ?,False,False,False,False,False,False,False,False,False,False,False,False,HOW COME THEY CALL THE BLACKS AFRICAN AMERICANS BUT NOT EUROPEAN AMERICAN TO THE WHITES,"['COME', 'CALL', 'BLACK', 'AFRICAN', 'EUROPEAN', 'WHITE']",COME CALL BLACK AFRICAN EUROPEAN WHITE
UgjBJKQSoQMQ6ngCoAEC,XRuCW80L9mA,"God, the narrator has such an annoying lisp. ",False,False,False,False,False,False,False,False,False,False,False,False,GOD THE NARRATOR HAS SUCH AN ANNOYING LISP,"['NARRATOR', 'ANNOYING', 'LISP']",NARRATOR ANNOYING LISP
Ugi3jDCc-p-YU3gCoAEC,9pr1oE34bIM,"the guy was a monster, he got what he deserved, color didn't matter. anyone that attacks a guy with a gun is gonna get shot.......he did a stupid illegal act tried hurting someone and got blasted. give the cop a raise",True,True,False,False,False,False,False,False,False,False,False,False,THE GUY WAS A MONSTER HE GOT WHAT HE DESERVED COLOR DIDNT MATTER ANYONE THAT ATTACKS A GUY WITH A GUN IS GONNA GET SHOTHE DID A STUPID ILLEGAL ACT TRIED HURTING SOMEONE AND GOT BLASTED GIVE THE COP A RAISE,"['GUY', 'MONSTER', 'GET', 'DESERVE', 'COLOR', 'MATTER', 'ATTACK', 'GUY', 'GUN', 'GO', 'GET', 'STUPID', 'ILLEGAL', 'ACT', 'TRY', 'HURT', 'BLAST', 'GIVE', 'COP', 'RAISE']",GUY MONSTER GET DESERVE COLOR MATTER ATTACK GUY GUN GO GET STUPID ILLEGAL ACT TRY HURT BLAST GIVE COP RAISE
UgijB5AT7Ka-rngCoAEC,04kJtp6pVXI,CNN youse guys going too far I'll tell you what you doing so that bad is going to happen very bad it's all going to benefit you I don't care how much money you have Ellen and better for you to be like all the rest was be careful what you put out there you put Russia in between this be careful we have kids,False,False,False,False,False,False,False,False,False,False,False,False,CNN YOUSE GUYS GOING TOO FAR ILL TELL YOU WHAT YOU DOING SO THAT BAD IS GOING TO HAPPEN VERY BAD ITS ALL GOING TO BENEFIT YOU I DONT CARE HOW MUCH MONEY YOU HAVE ELLEN AND BETTER FOR YOU TO BE LIKE ALL THE REST WAS BE CAREFUL WHAT YOU PUT OUT THERE YOU PUT RUSSIA IN BETWEEN THIS BE CAREFUL WE HAVE KIDS,"['GUY', 'GO', 'FAR', 'ILL', 'TELL', 'BAD', 'GO', 'HAPPEN', 'BAD', 'GO', 'BENEFIT', 'CARE', 'MUCH', 'MONEY', 'ELLEN', 'WELL', 'REST', 'CAREFUL', 'PUT', 'PUT', 'CAREFUL', 'KID']",GUY GO FAR ILL TELL BAD GO HAPPEN BAD GO BENEFIT CARE MUCH MONEY ELLEN WELL REST CAREFUL PUT PUT CAREFUL KID
UgjJye9wwqEitngCoAEC,9pr1oE34bIM,I THINK THAT GENTLE GIANT WOULD HAVE KILLED YOU AND SONGS AND RAP BOTH TALK BAD,True,True,False,True,False,False,False,False,False,False,False,False,I THINK THAT GENTLE GIANT WOULD HAVE KILLED YOU AND SONGS AND RAP BOTH TALK BAD,"['THINK', 'GENTLE', 'GIANT', 'KILL', 'SONG', 'RAP', 'TALK', 'BAD']",THINK GENTLE GIANT KILL SONG RAP TALK BAD
Ugj3_gxzwZGN93gCoAEC,04kJtp6pVXI,CHRISTIANS ROCK!,False,False,False,False,False,False,False,False,False,False,False,False,CHRISTIANS ROCK,['ROCK'],ROCK
UgjV0NgtU8Mo_HgCoAEC,dG7mZQvaQDk,Ms. Hubbard I have ABSOLUTE respect for you. Wish you would run for office any level. You got bigger balls than most male politicians. You call it like it is BRAVO!,False,False,False,False,False,False,False,False,False,False,False,False,MS HUBBARD I HAVE ABSOLUTE RESPECT FOR YOU WISH YOU WOULD RUN FOR OFFICE ANY LEVEL YOU GOT BIGGER BALLS THAN MOST MALE POLITICIANS YOU CALL IT LIKE IT IS BRAVO,"['HUBBARD', 'ABSOLUTE', 'RESPECT', 'WISH', 'RUN', 'OFFICE', 'LEVEL', 'GET', 'BIG', 'BALL', 'MALE', 'POLITICIAN', 'CALL', 'BRAVO']",HUBBARD ABSOLUTE RESPECT WISH RUN OFFICE LEVEL GET BIG BALL MALE POLITICIAN CALL BRAVO
UgjydCBc6g_p63gCoAEC,9pr1oE34bIM,"""Almost floor shaving quality cigars...""



Cmon on, keep the sensationalism down can you?


Other than that one comment, this video is perfect. Well thought out, well put.",False,False,False,False,False,False,False,False,False,False,False,False,ALMOST FLOOR SHAVING QUALITY CIGARS CMON ON KEEP THE SENSATIONALISM DOWN CAN YOU OTHER THAN THAT ONE COMMENT THIS VIDEO IS PERFECT WELL THOUGHT OUT WELL PUT,"['ALMOST', 'FLOOR', 'SHAVE', 'QUALITY', 'CIGAR', 'KEEP', 'SENSATIONALISM', 'COMMENT', 'VIDEO', 'PERFECT', 'WELL', 'THINK', 'WELL', 'PUT']",ALMOST FLOOR SHAVE QUALITY CIGAR KEEP SENSATIONALISM COMMENT VIDEO PERFECT WELL THINK WELL PUT
UgholOxRzEdkW3gCoAEC,04kJtp6pVXI,"does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.",True,True,False,False,False,False,False,False,False,False,False,False,DOES THIS GUY RIOT BEFORE OR AFTER WORK ORRRR LET ME GUESS HE FUCKS OFF ALL DAY DOING NOTHING,"['GUY', 'RIOT', 'WORK', 'ORRRR', 'LET', 'GUESS', 'FUCK', 'DAY']",GUY RIOT WORK ORRRR LET GUESS FUCK DAY
UghpY-GpHN0YpngCoAEC,04kJtp6pVXI,"and the heading reads, When the protesters take it too far",False,False,False,False,False,False,False,False,False,False,False,False,AND THE HEADING READS WHEN THE PROTESTERS TAKE IT TOO FAR,"['HEADING', 'READ', 'PROTESTER', 'TAKE', 'FAR']",HEADING READ PROTESTER TAKE FAR
UgjV8NXrlSv2VngCoAEC,04kJtp6pVXI,We need to get back to basics. When these savages riot or protest use the German Shepard's. then shoot these animals...,True,True,True,False,False,True,True,False,False,False,False,False,WE NEED TO GET BACK TO BASICS WHEN THESE SAVAGES RIOT OR PROTEST USE THE GERMAN SHEPARDS THEN SHOOT THESE ANIMALS,"['NEED', 'GET', 'BACK', 'BASIC', 'SAVAGE', 'RIOT', 'PROTEST', 'USE', 'GERMAN', 'SHEPARD', 'SHOOT', 'ANIMAL']",NEED GET BACK BASIC SAVAGE RIOT PROTEST USE GERMAN SHEPARD SHOOT ANIMAL
UgjJk7DGYGixbXgCoAEC,8HB18hZrhXc,to bad those weapons were not discharged,True,True,False,True,False,False,False,False,False,False,False,False,TO BAD THOSE WEAPONS WERE NOT DISCHARGED,"['BAD', 'WEAPON', 'DISCHARGE']",BAD WEAPON DISCHARGE
UgjuxrM3xLeDeHgCoAEC,04kJtp6pVXI,FAKE!!...CNN IS BS,True,True,False,False,False,False,False,False,False,False,False,False,FAKECNN IS BS,['B'],B
UggtgJSrpf7Y7XgCoAEC,9pr1oE34bIM,The major difference between the Zimmerman case and this one is that the shooter Zimmerman's name was not withheld and he was taken into custody.  News media were able to document Zimmerman's injuries immediately.  This case was handled horribly by a lack of immediate transparency.   Because even if everything is true from the PO it will be questioned as a cover-up.  Also the community has a history of Police abuse and missing videos after alleged abuse has occurred.  The response to media and peaceful protesters also showed a complete lack of understanding about escalation.  Unlike authorities dealing with potential Zimmerman looting and riots PD in this case attacked protesters rather than station themselves near looting targets to protect businesses.  Criminals will always take the opportunity of distractions like storms or blackout or protests to loot.  Authorities know this.  And they know it is great propaganda against protesters who are seen as the cause of the looting rather than the PD who failed to protect businesses.  It also illustrates why the 2nd Amendment is so valuable.  Business owners that depended on PD for protection got looted while business owners that depended on themselves and their right to bear arms were not looted. ,False,False,False,False,False,False,False,False,False,False,False,False,THE MAJOR DIFFERENCE BETWEEN THE ZIMMERMAN CASE AND THIS ONE IS THAT THE SHOOTER ZIMMERMANS NAME WAS NOT WITHHELD AND HE WAS TAKEN INTO CUSTODY NEWS MEDIA WERE ABLE TO DOCUMENT ZIMMERMANS INJURIES IMMEDIATELY THIS CASE WAS HANDLED HORRIBLY BY A LACK OF IMMEDIATE TRANSPARENCY BECAUSE EVEN IF EVERYTHING IS TRUE FROM THE PO IT WILL BE QUESTIONED AS A COVERUP ALSO THE COMMUNITY HAS A HISTORY OF POLICE ABUSE AND MISSING VIDEOS AFTER ALLEGED ABUSE HAS OCCURRED THE RESPONSE TO MEDIA AND PEACEFUL PROTESTERS ALSO SHOWED A COMPLETE LACK OF UNDERSTANDING ABOUT ESCALATION UNLIKE AUTHORITIES DEALING WITH POTENTIAL ZIMMERMAN LOOTING AND RIOTS PD IN THIS CASE ATTACKED PROTESTERS RATHER THAN STATION THEMSELVES NEAR LOOTING TARGETS TO PROTECT BUSINESSES CRIMINALS WILL ALWAYS TAKE THE OPPORTUNITY OF DISTRACTIONS LIKE STORMS OR BLACKOUT OR PROTESTS TO LOOT AUTHORITIES KNOW THIS AND THEY KNOW IT IS GREAT PROPAGANDA AGAINST PROTESTERS WHO ARE SEEN AS THE CAUSE OF THE LOOTING RATHER THAN THE PD WHO FAILED TO PROTECT BUSINESSES IT ALSO ILLUSTRATES WHY THE ND AMENDMENT IS SO VALUABLE BUSINESS OWNERS THAT DEPENDED ON PD FOR PROTECTION GOT LOOTED WHILE BUSINESS OWNERS THAT DEPENDED ON THEMSELVES AND THEIR RIGHT TO BEAR ARMS WERE NOT LOOTED,"['MAJOR', 'DIFFERENCE', 'ZIMMERMAN', 'CASE', 'ONE', 'NAME', 'WITHHOLD', 'TAKE', 'CUSTODY', 'NEWS', 'MEDIUM', 'ABLE', 'DOCUMENT', 'ZIMMERMAN', 'INJURY', 'IMMEDIATELY', 'CASE', 'HANDLE', 'HORRIBLY', 'LACK', 'IMMEDIATE', 'TRANSPARENCY', 'EVEN', 'TRUE', 'PO', 'QUESTION', 'COVERUP', 'ALSO', 'COMMUNITY', 'HISTORY', 'POLICE', 'ABUSE', 'MISS', 'VIDEO', 'ALLEGED', 'ABUSE', 'OCCUR', 'RESPONSE', 'MEDIUM', 'PEACEFUL', 'PROTESTER', 'ALSO', 'SHOW', 'COMPLETE', 'LACK', 'UNDERSTANDING', 'ESCALATION', 'AUTHORITY', 'DEAL', 'POTENTIAL', 'ZIMMERMAN', 'LOOTING', 'RIOT', 'PD', 'CASE', 'ATTACK', 'PROTESTER', 'RATHER', 'STATION', 'LOOT', 'TARGET', 'PROTECT', 'BUSINESS', 'CRIMINAL', 'ALWAYS', 'TAKE', 'OPPORTUNITY', 'DISTRACTION', 'STORM', 'BLACKOUT', 'PROTEST', 'LOOT', 'AUTHORITY', 'KNOW', 'KNOW', 'GREAT', 'PROPAGANDA', 'PROTESTER', 'SEE', 'CAUSE', 'LOOTING', 'RATHER', 'PD', 'FAIL', 'PROTECT', 'BUSINESS', 'ALSO', 'ILLUSTRATE', 'AMENDMENT', 'VALUABLE', 'BUSINESS', 'OWNER', 'DEPEND', 'PD', 'PROTECTION', 'LOOT', 'BUSINESS', 'OWNER', 'DEPEND', 'RIGHT', 'BEAR', 'ARM', 'LOOT']",MAJOR DIFFERENCE ZIMMERMAN CASE ONE NAME WITHHOLD TAKE CUSTODY NEWS MEDIUM ABLE DOCUMENT ZIMMERMAN INJURY IMMEDIATELY CASE HANDLE HORRIBLY LACK IMMEDIATE TRANSPARENCY EVEN TRUE PO QUESTION COVERUP ALSO COMMUNITY HISTORY POLICE ABUSE MISS VIDEO ALLEGED ABUSE OCCUR RESPONSE MEDIUM PEACEFUL PROTESTER ALSO SHOW COMPLETE LACK UNDERSTANDING ESCALATION AUTHORITY DEAL POTENTIAL ZIMMERMAN LOOTING RIOT PD CASE ATTACK PROTESTER RATHER STATION LOOT TARGET PROTECT BUSINESS CRIMINAL ALWAYS TAKE OPPORTUNITY DISTRACTION STORM BLACKOUT PROTEST LOOT AUTHORITY KNOW KNOW GREAT PROPAGANDA PROTESTER SEE CAUSE LOOTING RATHER PD FAIL PROTECT BUSINESS ALSO ILLUSTRATE AMENDMENT VALUABLE BUSINESS OWNER DEPEND PD PROTECTION LOOT BUSINESS OWNER DEPEND RIGHT BEAR ARM LOOT
Ughj2Fv5cGqJX3gCoAEC,cT14IbTDW2c,The protesters look like kids (16-22?)   I wonder if anyone got their license plate numbers?  Pretty wild that a bunch of kids could do that much damage?  Our infrastructure is pathetically weak.,False,False,False,False,False,False,False,False,False,False,False,False,THE PROTESTERS LOOK LIKE KIDS I WONDER IF ANYONE GOT THEIR LICENSE PLATE NUMBERS PRETTY WILD THAT A BUNCH OF KIDS COULD DO THAT MUCH DAMAGE OUR INFRASTRUCTURE IS PATHETICALLY WEAK,"['PROTESTER', 'LOOK', 'KID', 'WONDER', 'GET', 'LICENSE', 'PLATE', 'NUMBER', 'PRETTY', 'WILD', 'BUNCH', 'KID', 'MUCH', 'DAMAGE', 'INFRASTRUCTURE', 'PATHETICALLY', 'WEAK']",PROTESTER LOOK KID WONDER GET LICENSE PLATE NUMBER PRETTY WILD BUNCH KID MUCH DAMAGE INFRASTRUCTURE PATHETICALLY WEAK
Ugh3UPrEeTTHtHgCoAEC,dG7mZQvaQDk,"So this bitch is talking about people like Dylan Roof, James Holmes, Jared Loughner, Jerad Miller, Tim McVeigh, Jared Loughner, Jim David Adkisson, Paul Hill, Scott Roeder, Frazier Glen Miller Jr. Elliot Rodger, Buford O' Furrow, John R Houser, etc,. then RIGHT?",True,True,False,False,False,False,False,False,False,False,False,False,SO THIS BITCH IS TALKING ABOUT PEOPLE LIKE DYLAN ROOF JAMES HOLMES JARED LOUGHNER JERAD MILLER TIM MCVEIGH JARED LOUGHNER JIM DAVID ADKISSON PAUL HILL SCOTT ROEDER FRAZIER GLEN MILLER JR ELLIOT RODGER BUFORD O FURROW JOHN R HOUSER ETC THEN RIGHT,"['BITCH', 'TALK', 'PEOPLE', 'JAR', 'FURROW', 'RIGHT']",BITCH TALK PEOPLE JAR FURROW RIGHT
